,行政区,price,最低首付,参考月供,环线信息,小区名称,房源编号,房屋户型,配备电梯,areas,供暖方式,所在楼层,装修情况,房屋朝向,上次交易,房本年限,售房原因,房屋类型,挂牌均价,建筑年代,物业类型,楼栋总数,房屋总数,物业公司,开发商,挂牌房源
247,浦东,470,164.5万,16214元,内环内,竹园高层(浦东源深)地图,sh4779651举报假一赔百细则,2室1厅1卫,有(二梯八户),70.04平,暂无数据,低区/22层,精装,南北,2010-06-01,满五,暂无数据,住宅 - 公寓,70780元/平,1989~1996年,住宅 - 公寓,12栋,2138户,上海申厦物业有限公司、宏基物业、潍坊物业,上海申城房地产开发实业总公司、上海第八房地产开发公司、市建,39套在售二手房23套在租房源
248,宝山,320,112万,11039元,内中环,文华苑（宝山）(宝山大华)地图,sh4779184举报假一赔百细则,1室1厅1卫,暂无数据,55.22平,暂无数据,低区/6层,简装,南北,2002-09-24,满五,折现,住宅 - 公寓,住宅 - 公寓,276栋,3570户,上海物业管理有限公司、大华物业、上海物业,大华（集团）有限公司,40套在售二手房7套在租房源,,
249,杨浦,950,332.5万,32772元,内中环,公园3000黄兴花园(杨浦黄兴公园)地图,sh4779084举报假一赔百细则,3室2厅2卫,有(一梯三户),132.12平,暂无数据,低区/18层,简装,南北,2006-12-23,满五,置换,住宅 - 公寓,83907元/平,2002~2003年,住宅 - 别墅、住宅 - 公寓,149栋,1884户,上海延吉物业管理有限公司、延吉物业,上海新耀房地产开发有限公司,21套在售二手房10套在租房源
250,徐汇,780,273万,26908元,内中环,龙华雅居(徐汇龙华)地图,sh4779009举报假一赔百细则,3室2厅2卫,暂无数据,107.91平,暂无数据,中区/7层,豪装,南,1999-09-03,满五,置换,住宅 - 公寓,住宅 - 公寓,2栋,30户,暂无信息,暂无信息,2套在售二手房0套在租房源,,
251,长宁,640,224万,22078元,内中环,中华别墅(长宁虹桥)地图,sh4778384举报假一赔百细则,2室2厅1卫,暂无数据,81.0平,暂无数据,高区/4层,中装,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,20栋,180户,新顺物业,暂无信息,1套在售二手房1套在租房源,,
252,黄浦,690,241.5万,23803元,内环内,中福花苑(黄浦蓬莱公园)地图,sh4778315举报假一赔百细则,3室2厅2卫,有(二梯十九户),68.33平,暂无数据,中区/15层,精装,东,2004-08-05,满五,置换,住宅 - 公寓,99220元/平,2003年,住宅 - 公寓,9栋,1493户,上海中福联合物业管理有限公司,上海中福地产置业有限公司,39套在售二手房21套在租房源
253,浦东,880,308万,30358元,中外环,未来域(浦东三林)地图,sh4777706举报假一赔百细则,3室2厅2卫,有(一梯三户),133.76平,暂无数据,高区/18层,精装,南北,2007-08-01,满五,折现,住宅 - 公寓,65481元/平,2006年,住宅 - 公寓,56栋,1016户,上海金地物业服务有限公司、金地物业,金地(集团)深圳地产公司、金地集团,17套在售二手房12套在租房源
254,徐汇,1520,532万,52436元,内环内,徐家汇花园(徐汇徐家汇)地图,sh4777352举报假一赔百细则,3室2厅2卫,有(二梯三户),158.97平,暂无数据,中区/26层,精装,南北,2005-03-31,满五,折现,住宅 - 公寓,92961元/平,2000~2004年,住宅 - 公寓,34栋,1171户,上海汇银物业管理有限公司、上海汇银物业管理有限公司,上海徐汇房产经营有限公司、上海徐汇商建房地产有限公司,15套在售二手房19套在租房源
255,浦东,740,259万,25528元,内中环,新昌里公寓(浦东世博)地图,sh4777291举报假一赔百细则,3室2厅1卫,暂无数据,94.7平,暂无数据,低区/6层,中装,南,2007-08-31,满五,置换,住宅 - 公寓,75094元/平,2005年,住宅 - 公寓,32栋,360户,中星物业,中星集团,8套在售二手房1套在租房源
256,闸北,680,238万,23458元,内中环,阳城世家苑(闸北阳城)地图,sh4776778举报假一赔百细则,2室2厅1卫,有(一梯二户),96.82平,暂无数据,高区/14层,精装,南,2008-08-01,满五,置换,住宅 - 公寓,67819元/平,2007年,住宅 - 公寓,38栋,906户,大华集团、龙盛物业管理有限公司、大华物业,上海阳城房地产有限公司、上海阳城花园房地产有限公司,7套在售二手房2套在租房源
257,松江,700,245万,24148元,外环外,绿地蔷薇九里（别墅）(松江松江大学城)地图,sh4776527举报假一赔百细则,3室2厅4卫,暂无数据,131.0平,暂无数据,地上3层,毛坯,南,2012-01-14,满五,折现,住宅 - 别墅,53508元/平,2010年,住宅 - 别墅,527栋,527户,上海欣周物业管理有限公司,绿城集团,9套在售二手房10套在租房源
258,宝山,340,119万,11729元,中外环,共富二村(宝山共富)地图,sh4776458举报假一赔百细则,2室1厅1卫,暂无数据,80.31平,暂无数据,高区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,42199元/平,1995~2006年,住宅 - 公寓、住宅 - 新里,265栋,3370户,上海泰发物业发展公司,上海宝发房地产开发有限公司,58套在售二手房7套在租房源
259,徐汇,290,101.5万,10004元,内环内,茶陵小区(徐汇斜土路)地图,sh4776144举报假一赔百细则,1室1厅1卫,暂无数据,45.37平,暂无数据,低区/4层,中装,南,2005-06-08,满五,置换,住宅 - 公寓,75745元/平,1958~1989年,住宅 - 公寓,29栋,724户,上海瑞创物业管理有限公司、瑞创物业,上海海富置业有限公司,16套在售二手房4套在租房源
260,静安,640,224万,22078元,内环内,京安大楼(静安静安寺)地图,sh4776023举报假一赔百细则,2室1厅1卫,有(二梯八户),71.4平,暂无数据,中区/28层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,95326元/平,1994年,住宅 - 公寓,1栋,214户,上海华园物业管理有限公司、华园物业,暂无信息,7套在售二手房0套在租房源
261,闵行,628,219.8万,21664元,中外环,上海阳城(闵行梅陇)地图,sh4775811举报假一赔百细则,2室2厅1卫,暂无数据,93.2平,暂无数据,高区/6层,精装,南北,2007-09-22,满五,置换,住宅 - 公寓,62270元/平,2002~2003年,住宅 - 公寓,176栋,2738户,上海莲阳物业管理有限公司,上海莲城房地产开发有限公司,31套在售二手房8套在租房源
262,徐汇,378,132.3万,13040元,内中环,东泉小区(徐汇植物园)地图,sh4775495举报假一赔百细则,2室1厅1卫,暂无数据,67.83平,暂无数据,高区/6层,简装,南,2010-08-02,满五,折现,住宅 - 公寓,63375元/平,1994~1995年,住宅 - 公寓、住宅 - 写字楼,143栋,1907户,上海益镇物业管理有限公司、上海申大物业有限公司、申大物业,上海瑞虹房地产有限公司,32套在售二手房15套在租房源
263,黄浦,495,173.2万,17076元,内环内,南园小区(黄浦打浦桥)地图,sh4774671举报假一赔百细则,2室1厅1卫,有(三梯八户),64.52平,暂无数据,中区/29层,简装,东南,1994-12-31,满五,置换,住宅 - 公寓,77671元/平,1992~1994年,住宅 - 公寓,5栋,1179户,上海中成物业发展公司、中城物业,中成控股集团,24套在售二手房6套在租房源
264,虹口,230,80.5万,7934元,内环内,西南小区(虹口曲阳)地图,sh4773814举报假一赔百细则,1室1厅1卫,暂无数据,33.72平,暂无数据,高区/6层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓,88栋,2066户,上海大柏树物业有限公司,无开发商,29套在售二手房6套在租房源,,
265,浦东,620,217万,21388元,内中环,桃李家园(浦东三林)地图,sh4773453举报假一赔百细则,2室2厅1卫,暂无数据,91.0平,暂无数据,中区/5层,精装,南,2011-03-08,满五,其它,住宅 - 公寓,62906元/平,1998~2005年,住宅 - 公寓、商业类,57栋,626户,三纲物业管理有限公司,上海日月明房地产开发有限公司、日月明房产,11套在售二手房0套在租房源
266,宝山,320,112万,11039元,中外环,淞南五村(宝山淞南)地图,sh4771689举报假一赔百细则,2室1厅1卫,暂无数据,69.44平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,47082元/平,1993~1999年,住宅 - 公寓,363栋,5528户,兴肇物业,松建集团,47套在售二手房5套在租房源
267,浦东,418,146.3万,14420元,内中环,上南一村(浦东世博)地图,sh4770839举报假一赔百细则,3室0厅1卫,暂无数据,67.27平,暂无数据,低区/6层,简装,南,2000-08-03,满五,折现,住宅 - 公寓,63659元/平,1982~1989年,住宅 - 公寓,96栋,2047户,上海振南物业有限公司、上南物业公司,上南开发集团、上南集团有限公司,11套在售二手房6套在租房源
268,徐汇,1050,367.5万,36222元,内环内,东方曼哈顿(徐汇徐家汇)地图,sh4770344举报假一赔百细则,2室2厅1卫,有(二梯四户),85.11平,暂无数据,低区/37层,精装,东,2001-07-26,满五,折现,住宅 - 公寓,117359元/平,2001~2005年,住宅 - 公寓,12栋,1593户,东方海外(国际)有限公司、绿城物业、东方物业,上东方海外（上海）投资有限公司、东方海外置业,27套在售二手房52套在租房源
269,浦东,500,175万,17249元,内环内,桃林一小区(浦东源深)地图,sh4769613举报假一赔百细则,1室1厅1卫,暂无数据,38.28平,暂无数据,中区/6层,简装,南,2005-11-17,满五,折现,住宅 - 公寓,90157元/平,1995~1996年,住宅 - 公寓,45栋,615户,上海陆洋物业管理有限公司、上服物业,上海陆洋物业管理有限公司,21套在售二手房13套在租房源
270,宝山,240,84万,8279元,内中环,大华一村(宝山大华)地图,sh4769578举报假一赔百细则,1室1厅1卫,暂无数据,46.44平,暂无数据,高区/6层,精装,南北,1990-08-16,满五,置换,住宅 - 公寓,55008元/平,1990~2001年,住宅 - 公寓,444栋,6339户,上海大华物业管理公司、自主物业,大华集团上海华宜置业有限公司,53套在售二手房16套在租房源
271,普陀,185,64.8万,6382元,内中环,双山小区(普陀甘泉宜川)地图,sh4769488举报假一赔百细则,1室0厅1卫,暂无数据,34.85平,暂无数据,高区/6层,简装,西南,2000-06-17,满五,置换,住宅 - 公寓,57793元/平,1991~2001年,住宅 - 公寓,78栋,1799户,双山物业、沪太物业,西部集团,25套在售二手房6套在租房源
272,普陀,745,260.8万,25700元,中外环,金沙雅苑（三期）(普陀长征)地图,sh4769311举报假一赔百细则,2室2厅1卫,有(二梯三户),96.63平,暂无数据,中区/18层,精装,南北,2005-08-27,满五,折现,住宅 - 公寓,72909元/平,2004年,住宅 - 公寓,31栋,1175户,上海协沁物业管理有限公司、上海协沁物业管理有限公司,上海弘象置业有限公司,16套在售二手房7套在租房源
273,闵行,480,168万,16559元,中外环,静安新城（四区）(闵行静安新城)地图,sh4769231举报假一赔百细则,2室1厅1卫,有(二梯八户),86.05平,暂无数据,低区/24层,精装,南北,2010-04-21,满五,置换,住宅 - 公寓,住宅 - 公寓,63栋,1573户,上海静城物业管理有限公司、上海静安新城物业有限公司、静安物业,上海静安新城置业有限公司、静安置业,28套在售二手房13套在租房源,,
274,宝山,340,119万,11729元,中外环,祁连四村(宝山上大)地图,sh4768952举报假一赔百细则,2室1厅1卫,暂无数据,75.32平,暂无数据,中区/6层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,55栋,672户,上海豪斯物业管理有限公司、豪斯物业,上海祁连房地产开发总公司,7套在售二手房4套在租房源,,
275,虹口,590,206.5万,20353元,中外环,纪念小区(虹口江湾镇)地图,sh4768951举报假一赔百细则,3室1厅1卫,暂无数据,104.81平,暂无数据,中区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,60805元/平,1984~1998年,住宅 - 公寓,89栋,1673户,上海广同物业有限公司、港联物业,上海金叠房地产开发有限公司,36套在售二手房9套在租房源
276,长宁,590,206.5万,20353元,内环内,百花村(长宁新华路)地图,sh4768874举报假一赔百细则,3室1厅1卫,暂无数据,74.83平,暂无数据,高区/6层,简装,南,2004-08-01,满五,折现,住宅 - 公寓,80921元/平,1970~1987年,住宅 - 公寓,16栋,330户,上海新长宁集团新华物业有限公司、新华物业,长宁集团,4套在售二手房1套在租房源
277,杨浦,225,78.8万,7762元,中外环,市光三村(杨浦中原)地图,sh4768679举报假一赔百细则,1室1厅1卫,暂无数据,39.69平,暂无数据,高区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,54866元/平,1993~2005年,住宅 - 公寓,222栋,4323户,上海星驰置业有限公司,上海市住宅开发中心第二分公司,69套在售二手房8套在租房源
278,宝山,628,219.8万,21664元,外环外,世华佳苑(宝山杨行)地图,sh4768245举报假一赔百细则,3室2厅2卫,暂无数据,135.0平,暂无数据,高区/6层,豪装,南北,2008-08-01,满五,置换,住宅 - 公寓,49763元/平,2005年,住宅 - 别墅、住宅 - 公寓,132栋,502户,上海宝房物业服务公司、上海宝房友宜物业管理有限公司,上海市全光开发商有限公司,16套在售二手房1套在租房源
279,闸北,242,84.7万,8348元,中外环,彭新小区(闸北彭浦)地图,sh4767649举报假一赔百细则,1室1厅1卫,有(一梯六户),42.65平,暂无数据,中区/13层,精装,南,暂无数据,满五,置换,住宅 - 公寓,54577元/平,1983~1987年,住宅 - 公寓、住宅 - 写字楼,104栋,2864户,上海北安物业管理有限公司,上海北方企业（集团）有限公司,33套在售二手房8套在租房源
280,宝山,315,110.2万,10867元,中外环,共富一村(宝山共富)地图,sh4767522举报假一赔百细则,2室1厅1卫,暂无数据,75.6平,暂无数据,中区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,42961元/平,1995~2006年,住宅 - 公寓,286栋,3413户,上海顾村物业管理有限公司、上海富锦物业管理有限公司,上海顾村房地产开发(集团)有限公司,55套在售二手房19套在租房源
281,宝山,206,72.1万,7106元,中外环,环镇北路400弄(宝山大场镇)地图,sh4766345举报假一赔百细则,1室1厅1卫,暂无数据,44.98平,暂无数据,低区/6层,毛坯,南北,暂无数据,满五,置换,住宅 - 公寓,46562元/平,1995~1997年,住宅 - 公寓、住宅 - 写字楼,36栋,805户,上海乾溪物业管理有限公司,上海乾溪置业总公司,10套在售二手房2套在租房源
282,闸北,330,115.5万,11384元,内环内,大统路159弄(闸北西藏北路)地图,sh4765830举报假一赔百细则,2室0厅1卫,暂无数据,50.87平,暂无数据,高区/6层,简装,东南,1980-08-02,满五,折现,住宅 - 公寓,69885元/平,1977~1985年,住宅 - 公寓、住宅 - 新里,6栋,141户,上海慎佳物业管理有限公司,前程房产开发有限公司,6套在售二手房0套在租房源
283,杨浦,535,187.2万,18456元,内环内,密云小区(杨浦鞍山)地图,sh4765367举报假一赔百细则,2室1厅1卫,暂无数据,55.89平,暂无数据,低区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,88600元/平,1980~1996年,住宅 - 公寓、住宅 - 新里,65栋,2215户,上海大柏树物业有限公司、大柏树物业,上海市第一建筑有限公司,30套在售二手房16套在租房源
284,松江,310,108.5万,10694元,外环外,新凯家园(松江泗泾)地图,sh4765219举报假一赔百细则,2室1厅1卫,暂无数据,77.78平,暂无数据,低区/6层,精装,南北,2012-08-01,满五,其它,住宅 - 公寓,37028元/平,2006~2015年,住宅 - 公寓、住宅 - 写字楼,478栋,7422户,彩生活物业,上海新凯房地产开发有限公司,84套在售二手房17套在租房源
285,浦东,365,127.7万,12591元,内中环,上南大厦(浦东世博)地图,sh4764991举报假一赔百细则,1室1厅1卫,有(二梯八户),59.65平,暂无数据,高区/24层,精装,南,2010-08-07,满五,置换,住宅 - 公寓,59588元/平,1998年,住宅 - 公寓,2栋,382户,上南物业公司,上海南方（集团）有限公司、南方集团,9套在售二手房2套在租房源
286,徐汇,485,169.8万,16731元,内中环,钦州公寓(徐汇田林)地图,sh4764724举报假一赔百细则,2室1厅1卫,有(四梯二十一户),69.76平,暂无数据,中区/18层,精装,东南,2000-08-02,满五,折现,住宅 - 公寓,67425元/平,1994~1996年,住宅 - 公寓,3栋,924户,上海安得物业管理有限公司,上海中房置业股份有限公司,9套在售二手房5套在租房源
